# Region Report
# Assembly name:  GRCz11
# Description:    Genome Reference Consortium Zebrafish Build 11
# Organism name:  Danio rerio (zebrafish)
# Infraspecific name:  strain=Tuebingen
# Taxid:          7955
# BioSample:      SAMN06930106
# BioProject:     PRJNA11776
# Submitter:      Genome Reference Consortium
# Date:           2017-05-09
# Synonyms:       danRer11	
# Assembly type:  haploid-with-alt-loci
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# RefSeq category: Reference Genome
# GenBank assembly accession: GCA_000002035.4
# RefSeq assembly accession: GCF_000002035.6
# RefSeq assembly and GenBank assemblies identical: no
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000000175.4	GCF_000000175.5	Primary Assembly
## GCA_002119155.1	GCF_002119155.1	ALT_DRER_TU_1
## GCA_002119165.1	GCF_002119165.1	ALT_DRER_TU_2
## GCA_002119175.1	GCF_002119175.1	ALT_DRER_TU_3
## GCA_002119185.1	GCF_002119185.1	ALT_DRER_TU_4
## 	GCF_000002055.1	non-nuclear
#
# Region-Name	Chromosome	Chromosome-Start	Chromosome-Stop	Scaffold-Role	Scaffold-GenBank-Accn	Scaffold-RefSeq-Accn	Assembly-Unit
region361	21	14082674	14765644	alt-scaffold	KZ115616.1	NW_018395079.1	ALT_DRER_TU_1
region361	21	14082674	14765644	alt-scaffold	KZ115617.1	NW_018395080.1	ALT_DRER_TU_1
region362	21	15250095	15490456	alt-scaffold	KZ115618.1	NW_018395081.1	ALT_DRER_TU_1
region363	21	15695969	15922644	alt-scaffold	KZ115619.1	NW_018395082.1	ALT_DRER_TU_1
region364	21	16367091	16644879	alt-scaffold	KZ115620.1	NW_018395083.1	ALT_DRER_TU_1
region365	21	16724915	16984073	alt-scaffold	KZ115621.1	NW_018395084.1	ALT_DRER_TU_1
region365	21	16724915	16984073	alt-scaffold	KZ114971.1	NW_018395346.1	ALT_DRER_TU_2
region366	21	17294765	17851766	alt-scaffold	KZ115622.1	NW_018395085.1	ALT_DRER_TU_1
region366	21	17294765	17851766	alt-scaffold	KZ114972.1	NW_018395347.1	ALT_DRER_TU_2
region367	21	17979438	18250021	alt-scaffold	KZ115623.1	NW_018395086.1	ALT_DRER_TU_1
region368	21	19205396	19758131	alt-scaffold	KZ115624.1	NW_018395087.1	ALT_DRER_TU_1
region369	21	19871396	20252610	alt-scaffold	KZ115625.1	NW_018395088.1	ALT_DRER_TU_1
region369	21	19871396	20252610	alt-scaffold	KZ114973.1	NW_018395348.1	ALT_DRER_TU_2
region370	21	20814375	21200381	alt-scaffold	KZ115626.1	NW_018395089.1	ALT_DRER_TU_1
region371	21	21797075	22366169	alt-scaffold	KZ115627.1	NW_018395090.1	ALT_DRER_TU_1
region371	21	21797075	22366169	alt-scaffold	KZ114974.1	NW_018395349.1	ALT_DRER_TU_2
region372	21	22577285	22913371	alt-scaffold	KZ115628.1	NW_018395091.1	ALT_DRER_TU_1
region373	21	26129755	26339734	alt-scaffold	KZ115629.1	NW_018395092.1	ALT_DRER_TU_1
region374	21	27348067	27648976	alt-scaffold	KZ115630.1	NW_018395093.1	ALT_DRER_TU_1
region375	21	32662175	33153075	alt-scaffold	KZ115631.1	NW_018395094.1	ALT_DRER_TU_1
region376	21	34513499	34741368	alt-scaffold	KZ115632.1	NW_018395095.1	ALT_DRER_TU_1
region377	21	35001399	35360532	alt-scaffold	KZ115633.1	NW_018395096.1	ALT_DRER_TU_1
region378	21	38192801	38677077	alt-scaffold	KZ115634.1	NW_018395097.1	ALT_DRER_TU_1
region379	22	15318322	15592140	alt-scaffold	KZ115635.1	NW_018395098.1	ALT_DRER_TU_1
region380	22	15702624	16210338	alt-scaffold	KZ115636.1	NW_018395099.1	ALT_DRER_TU_1
region380	22	15702624	16210338	alt-scaffold	KZ114975.1	NW_018395350.1	ALT_DRER_TU_2
region381	22	16294853	16514341	alt-scaffold	KZ115637.1	NW_018395100.1	ALT_DRER_TU_1
region382	22	19097267	19324169	alt-scaffold	KZ115638.1	NW_018395101.1	ALT_DRER_TU_1
region382	22	19097267	19324169	alt-scaffold	KZ114976.1	NW_018395351.1	ALT_DRER_TU_2
region383	22	19391265	19804692	alt-scaffold	KZ115639.1	NW_018395102.1	ALT_DRER_TU_1
region384	22	19924128	20361116	alt-scaffold	KZ115640.1	NW_018395103.1	ALT_DRER_TU_1
region385	22	21296643	21660406	alt-scaffold	KZ115641.1	NW_018395104.1	ALT_DRER_TU_1
region386	22	21672952	21970005	alt-scaffold	KZ115642.1	NW_018395105.1	ALT_DRER_TU_1
region387	22	22158757	22511554	alt-scaffold	KZ115643.1	NW_018395106.1	ALT_DRER_TU_1
region388	22	23453919	24505177	alt-scaffold	KZ115644.1	NW_018395107.1	ALT_DRER_TU_1
region388	22	23453919	24505177	alt-scaffold	KZ114977.1	NW_018395352.1	ALT_DRER_TU_2
region389	22	24665930	25349431	alt-scaffold	KZ115645.1	NW_018395108.1	ALT_DRER_TU_1
region389	22	24665930	25349431	alt-scaffold	KZ115646.1	NW_018395109.1	ALT_DRER_TU_1
region389	22	24665930	25349431	alt-scaffold	KZ114978.1	NW_018395353.1	ALT_DRER_TU_2
region390	22	25412914	25637257	alt-scaffold	KZ115647.1	NW_018395110.1	ALT_DRER_TU_1
region391	22	25737369	25940544	alt-scaffold	KZ115648.1	NW_018395111.1	ALT_DRER_TU_1
region392	22	26041103	26325992	alt-scaffold	KZ115649.1	NW_018395112.1	ALT_DRER_TU_1
region393	22	26389089	26540037	alt-scaffold	KZ115663.1	NW_018395126.1	ALT_DRER_TU_1
region394	22	26731151	27035935	alt-scaffold	KZ115650.1	NW_018395113.1	ALT_DRER_TU_1
region395	22	27331546	27742594	alt-scaffold	KZ115651.1	NW_018395114.1	ALT_DRER_TU_1
region396	22	28132914	28514225	alt-scaffold	KZ115652.1	NW_018395115.1	ALT_DRER_TU_1
region396	22	28132914	28514225	alt-scaffold	KZ114979.1	NW_018395354.1	ALT_DRER_TU_2
region397	22	28707905	28902946	alt-scaffold	KZ115653.1	NW_018395116.1	ALT_DRER_TU_1
region398	22	28915651	29384826	alt-scaffold	KZ115654.1	NW_018395117.1	ALT_DRER_TU_1
region398	22	28915651	29384826	alt-scaffold	KZ114980.1	NW_018395355.1	ALT_DRER_TU_2
region400	22	29436466	30137413	alt-scaffold	KZ115655.1	NW_018395118.1	ALT_DRER_TU_1
region400	22	29436466	30137413	alt-scaffold	KZ115656.1	NW_018395119.1	ALT_DRER_TU_1
region400	22	29436466	30137413	alt-scaffold	KZ114981.1	NW_018395356.1	ALT_DRER_TU_2
region402	22	30293685	31265928	alt-scaffold	KZ115657.1	NW_018395120.1	ALT_DRER_TU_1
region402	22	30293685	31265928	alt-scaffold	KZ115658.1	NW_018395121.1	ALT_DRER_TU_1
region402	22	30293685	31265928	alt-scaffold	KZ114982.1	NW_018395357.1	ALT_DRER_TU_2
region403	22	32224942	32318016	alt-scaffold	KZ115659.1	NW_018395122.1	ALT_DRER_TU_1
region404	22	33302596	33518473	alt-scaffold	KZ115660.1	NW_018395123.1	ALT_DRER_TU_1
region405	22	34342526	34555615	alt-scaffold	KZ115661.1	NW_018395124.1	ALT_DRER_TU_1
region406	22	36792681	37013046	alt-scaffold	KZ115662.1	NW_018395125.1	ALT_DRER_TU_1
region407	23	9241097	9599480	alt-scaffold	KZ115664.1	NW_018395127.1	ALT_DRER_TU_1
region409	23	10092586	10620816	alt-scaffold	KZ115665.1	NW_018395128.1	ALT_DRER_TU_1
region409	23	10092586	10620816	alt-scaffold	KZ115666.1	NW_018395129.1	ALT_DRER_TU_1
region410	23	12290607	12563148	alt-scaffold	KZ115667.1	NW_018395130.1	ALT_DRER_TU_1
region412	23	12926247	13652827	alt-scaffold	KZ115669.1	NW_018395132.1	ALT_DRER_TU_1
region412	23	12926247	13652827	alt-scaffold	KZ115670.1	NW_018395133.1	ALT_DRER_TU_1
region413	23	13678570	14310042	alt-scaffold	KZ115671.1	NW_018395134.1	ALT_DRER_TU_1
region413	23	13678570	14310042	alt-scaffold	KZ115672.1	NW_018395135.1	ALT_DRER_TU_1
region413	23	13678570	14310042	alt-scaffold	KZ114983.1	NW_018395358.1	ALT_DRER_TU_2
region415	23	14524689	15416436	alt-scaffold	KZ115673.1	NW_018395136.1	ALT_DRER_TU_1
region415	23	14524689	15416436	alt-scaffold	KZ115674.1	NW_018395137.1	ALT_DRER_TU_1
region415	23	14524689	15416436	alt-scaffold	KZ114984.1	NW_018395359.1	ALT_DRER_TU_2
region416	23	15555701	15967105	alt-scaffold	KZ115675.1	NW_018395138.1	ALT_DRER_TU_1
region417	23	16025070	16143946	alt-scaffold	KZ115668.1	NW_018395131.1	ALT_DRER_TU_1
region419	23	16417437	17219238	alt-scaffold	KZ115676.1	NW_018395139.1	ALT_DRER_TU_1
region419	23	16417437	17219238	alt-scaffold	KZ115677.1	NW_018395140.1	ALT_DRER_TU_1
region419	23	16417437	17219238	alt-scaffold	KZ114985.1	NW_018395360.1	ALT_DRER_TU_2
region420	23	19155913	20029712	alt-scaffold	KZ115678.1	NW_018395141.1	ALT_DRER_TU_1
region420	23	19155913	20029712	alt-scaffold	KZ115679.1	NW_018395142.1	ALT_DRER_TU_1
region420	23	19155913	20029712	alt-scaffold	KZ114986.1	NW_018395361.1	ALT_DRER_TU_2
region421	23	20277323	20618458	alt-scaffold	KZ115680.1	NW_018395143.1	ALT_DRER_TU_1
region422	23	20959076	21423451	alt-scaffold	KZ115681.1	NW_018395144.1	ALT_DRER_TU_1
region425	23	21483463	22850998	alt-scaffold	KZ115682.1	NW_018395145.1	ALT_DRER_TU_1
region425	23	21483463	22850998	alt-scaffold	KZ115683.1	NW_018395146.1	ALT_DRER_TU_1
region425	23	21483463	22850998	alt-scaffold	KZ115684.1	NW_018395147.1	ALT_DRER_TU_1
region425	23	21483463	22850998	alt-scaffold	KZ114987.1	NW_018395362.1	ALT_DRER_TU_2
region427	23	23077577	23613327	alt-scaffold	KZ115685.1	NW_018395148.1	ALT_DRER_TU_1
region427	23	23077577	23613327	alt-scaffold	KZ115686.1	NW_018395149.1	ALT_DRER_TU_1
region428	23	23660418	23990564	alt-scaffold	KZ115687.1	NW_018395150.1	ALT_DRER_TU_1
region429	23	24371863	24720529	alt-scaffold	KZ115688.1	NW_018395151.1	ALT_DRER_TU_1
region430	23	25075655	25329466	alt-scaffold	KZ115689.1	NW_018395152.1	ALT_DRER_TU_1
region431	23	25571040	25882546	alt-scaffold	KZ115690.1	NW_018395153.1	ALT_DRER_TU_1
region432	23	26769217	27220854	alt-scaffold	KZ115691.1	NW_018395154.1	ALT_DRER_TU_1
region433	23	28054360	28680276	alt-scaffold	KZ115692.1	NW_018395155.1	ALT_DRER_TU_1
region434	23	29257231	29398876	alt-scaffold	KZ115693.1	NW_018395156.1	ALT_DRER_TU_1
region436	23	29972493	30931973	alt-scaffold	KZ115694.1	NW_018395157.1	ALT_DRER_TU_1
region436	23	29972493	30931973	alt-scaffold	KZ115695.1	NW_018395158.1	ALT_DRER_TU_1
region437	23	31159855	31587145	alt-scaffold	KZ115696.1	NW_018395159.1	ALT_DRER_TU_1
region438	23	31601958	31829565	alt-scaffold	KZ115697.1	NW_018395160.1	ALT_DRER_TU_1
region439	23	32046677	32421750	alt-scaffold	KZ115698.1	NW_018395161.1	ALT_DRER_TU_1
region440	23	41837179	42087043	alt-scaffold	KZ115699.1	NW_018395162.1	ALT_DRER_TU_1
region441	23	44774037	44898157	alt-scaffold	KZ115700.1	NW_018395163.1	ALT_DRER_TU_1
region442	24	4562163	4768192	alt-scaffold	KZ115701.1	NW_018395164.1	ALT_DRER_TU_1
region443	24	11063433	11441034	alt-scaffold	KZ115702.1	NW_018395165.1	ALT_DRER_TU_1
region444	24	11941761	12143729	alt-scaffold	KZ115703.1	NW_018395166.1	ALT_DRER_TU_1
region445	24	12897992	13337309	alt-scaffold	KZ115704.1	NW_018395167.1	ALT_DRER_TU_1
region445	24	12897992	13337309	alt-scaffold	KZ114988.1	NW_018395363.1	ALT_DRER_TU_2
region446	24	13993676	14341924	alt-scaffold	KZ115705.1	NW_018395168.1	ALT_DRER_TU_1
region447	24	18317648	18664575	alt-scaffold	KZ115706.1	NW_018395169.1	ALT_DRER_TU_1
region448	24	20964707	21192435	alt-scaffold	KZ115707.1	NW_018395170.1	ALT_DRER_TU_1
region452	24	21349106	22958100	alt-scaffold	KZ115710.1	NW_018395173.1	ALT_DRER_TU_1
region452	24	21349106	22958100	alt-scaffold	KZ115711.1	NW_018395174.1	ALT_DRER_TU_1
region452	24	21349106	22958100	alt-scaffold	KZ115708.1	NW_018395171.1	ALT_DRER_TU_1
region452	24	21349106	22958100	alt-scaffold	KZ115709.1	NW_018395172.1	ALT_DRER_TU_1
region452	24	21349106	22958100	alt-scaffold	KZ114989.1	NW_018395364.1	ALT_DRER_TU_2
region453	24	23050323	23259308	alt-scaffold	KZ115712.1	NW_018395175.1	ALT_DRER_TU_1
region454	24	23964964	24315023	alt-scaffold	KZ115713.1	NW_018395176.1	ALT_DRER_TU_1
region454	24	23964964	24315023	alt-scaffold	KZ114990.1	NW_018395365.1	ALT_DRER_TU_2
region455	24	25861513	26138014	alt-scaffold	KZ115714.1	NW_018395177.1	ALT_DRER_TU_1
region456	24	27137984	27473843	alt-scaffold	KZ115715.1	NW_018395178.1	ALT_DRER_TU_1
region456	24	27137984	27473843	alt-scaffold	KZ114991.1	NW_018395366.1	ALT_DRER_TU_2
region457	24	27580084	27924588	alt-scaffold	KZ115716.1	NW_018395179.1	ALT_DRER_TU_1
region458	24	28330083	28521863	alt-scaffold	KZ115717.1	NW_018395180.1	ALT_DRER_TU_1
region459	24	28671516	28889580	alt-scaffold	KZ115718.1	NW_018395181.1	ALT_DRER_TU_1
region460	24	31179275	31439902	alt-scaffold	KZ115719.1	NW_018395182.1	ALT_DRER_TU_1
region460	24	31179275	31439902	alt-scaffold	KZ114992.1	NW_018395367.1	ALT_DRER_TU_2
region461	24	32914442	33155428	alt-scaffold	KZ115720.1	NW_018395183.1	ALT_DRER_TU_1
region462	24	37715878	38052109	alt-scaffold	KZ115721.1	NW_018395184.1	ALT_DRER_TU_1
region462	24	37715878	38052109	alt-scaffold	KZ114993.1	NW_018395368.1	ALT_DRER_TU_2
region463	24	40563952	40897722	alt-scaffold	KZ115722.1	NW_018395185.1	ALT_DRER_TU_1
region464	25	2598978	2896658	alt-scaffold	KZ115723.1	NW_018395186.1	ALT_DRER_TU_1
region465	25	8043471	8221931	alt-scaffold	KZ115724.1	NW_018395187.1	ALT_DRER_TU_1
region466	25	10152702	10467523	alt-scaffold	KZ115725.1	NW_018395188.1	ALT_DRER_TU_1
region467	25	11723503	11907858	alt-scaffold	KZ115726.1	NW_018395189.1	ALT_DRER_TU_1
region469	25	12690698	13104582	alt-scaffold	KZ115727.1	NW_018395190.1	ALT_DRER_TU_1
region469	25	12690698	13104582	alt-scaffold	KZ115728.1	NW_018395191.1	ALT_DRER_TU_1
region471	25	13932353	14882274	alt-scaffold	KZ115729.1	NW_018395192.1	ALT_DRER_TU_1
region471	25	13932353	14882274	alt-scaffold	KZ115730.1	NW_018395193.1	ALT_DRER_TU_1
region471	25	13932353	14882274	alt-scaffold	KZ114994.1	NW_018395369.1	ALT_DRER_TU_2
region472	25	15460371	15797733	alt-scaffold	KZ115731.1	NW_018395194.1	ALT_DRER_TU_1
region473	25	17171754	17463109	alt-scaffold	KZ115732.1	NW_018395195.1	ALT_DRER_TU_1
region474	25	18131907	18448764	alt-scaffold	KZ115733.1	NW_018395196.1	ALT_DRER_TU_1
region475	25	19079967	19444984	alt-scaffold	KZ115734.1	NW_018395197.1	ALT_DRER_TU_1
region476	25	20499207	20624036	alt-scaffold	KZ115735.1	NW_018395198.1	ALT_DRER_TU_1
region479	25	20702241	22012693	alt-scaffold	KZ115736.1	NW_018395199.1	ALT_DRER_TU_1
region479	25	20702241	22012693	alt-scaffold	KZ115737.1	NW_018395200.1	ALT_DRER_TU_1
region479	25	20702241	22012693	alt-scaffold	KZ115738.1	NW_018395201.1	ALT_DRER_TU_1
region479	25	20702241	22012693	alt-scaffold	KZ115739.1	NW_018395202.1	ALT_DRER_TU_1
region479	25	20702241	22012693	alt-scaffold	KZ114995.1	NW_018395370.1	ALT_DRER_TU_2
region481	25	22163402	22870363	alt-scaffold	KZ115740.1	NW_018395203.1	ALT_DRER_TU_1
region481	25	22163402	22870363	alt-scaffold	KZ115741.1	NW_018395204.1	ALT_DRER_TU_1
region483	25	23476227	24728543	alt-scaffold	KZ115742.1	NW_018395205.1	ALT_DRER_TU_1
region483	25	23476227	24728543	alt-scaffold	KZ115743.1	NW_018395206.1	ALT_DRER_TU_1
region484	25	27558927	28142834	alt-scaffold	KZ115744.1	NW_018395207.1	ALT_DRER_TU_1
region484	25	27558927	28142834	alt-scaffold	KZ114996.1	NW_018395371.1	ALT_DRER_TU_2
region485	25	28815575	28982194	alt-scaffold	KZ115745.1	NW_018395208.1	ALT_DRER_TU_1
