,species,mirid,mirfam,chrom,start,end,strand
4532,Dasypus_novemcinctus,Hsa-Mir-199-P3-v3,Mir-199,Scaffold15314,1167422,1167482,-
4533,Dasypus_novemcinctus,Hsa-Mir-493,Mir-493,Scaffold22650,5544,5604,-
4534,Dasypus_novemcinctus,Hsa-Mir-362-P1,Mir-362,Scaffold24128,1549503,1549560,+
4535,Dasypus_novemcinctus,Hsa-Mir-96-P3-v2,Mir-96,Scaffold23575,1129148,1129207,-
4536,Dasypus_novemcinctus,Hsa-Mir-10-P1a-v2,Mir-10,Scaffold4600,188562,188622,-
4537,Dasypus_novemcinctus,Hsa-Mir-17-P3a,Mir-17,Scaffold25596,92792,92849,+
4538,Dasypus_novemcinctus,Hsa-Mir-10-P2a,Mir-10,Scaffold22647,2298254,2298310,-
4539,Dasypus_novemcinctus,Hsa-Mir-2355,Mir-2355,Scaffold21350,616793,616859,-
4540,Dasypus_novemcinctus,Hsa-Let-7-P2b3,Let-7,Scaffold41420,951666,951743,+
4541,Dasypus_novemcinctus,Hsa-Mir-101-P2-v1,Mir-101,Scaffold20048,2307392,2307448,-
4542,Dasypus_novemcinctus,Hsa-Let-7-P1c,Let-7,Scaffold23390,4084777,4084843,-
4543,Monodelphis_domestica,Hsa-Mir-129-P1,Mir-129,8,188064162,188064226,+
4544,Monodelphis_domestica,Hsa-Mir-193-P1a,Mir-193,2,504311650,504311705,-
4545,Monodelphis_domestica,Hsa-Mir-133-P1-v2,Mir-133,1,476650621,476650680,-
4546,Monodelphis_domestica,Hsa-Mir-142-v3,Mir-142,2,174133943,174134000,+
4547,Monodelphis_domestica,Hsa-Mir-17-P1a,Mir-17,7,108468905,108468965,-
4548,Monodelphis_domestica,Hsa-Mir-103-P2,Mir-103,1,727148324,727148383,-
4549,Monodelphis_domestica,Hsa-Mir-142-v1,Mir-142,2,174133943,174134000,+
4550,Monodelphis_domestica,Hsa-Mir-873-v1,Mir-873,6,46253223,46253281,-
4551,Monodelphis_domestica,Hsa-Mir-145,Mir-145,1,377173849,377173908,-
4552,Monodelphis_domestica,Hsa-Mir-873-v2,Mir-873,6,46253224,46253280,-
4553,Monodelphis_domestica,Hsa-Mir-135-P2,Mir-135,8,74872661,74872719,+
4554,Monodelphis_domestica,Hsa-Mir-8-P2b,Mir-8,8,108475451,108475510,+
4555,Monodelphis_domestica,Hsa-Let-7-P2b1,Let-7,6,256412448,256412524,-
4556,Monodelphis_domestica,Hsa-Mir-34-P3b,Mir-34,3,17545756,17545815,-
4557,Monodelphis_domestica,Hsa-Mir-133-P1-v1,Mir-133,1,476650621,476650680,-
4558,Monodelphis_domestica,Hsa-Mir-383-v2,Mir-383,5,17427575,17427636,+
4559,Monodelphis_domestica,Hsa-Mir-31,Mir-31,6,35734645,35734703,-
4560,Monodelphis_domestica,Hsa-Mir-133-P2-v1,Mir-133,3,263368078,263368136,+
4561,Monodelphis_domestica,Hsa-Mir-126-v1,Mir-126,1,464882837,464882895,-
4562,Monodelphis_domestica,Hsa-Mir-30-P2a,Mir-30,2,322643034,322643094,-
4563,Monodelphis_domestica,Hsa-Mir-130-P1a,Mir-130,5,291845608,291845668,+
4564,Monodelphis_domestica,Hsa-Mir-155,Mir-155,4,7729701,7729768,-
4565,Monodelphis_domestica,Hsa-Mir-147-v1,Mir-147,1,203612041,203612099,+
4566,Monodelphis_domestica,Hsa-Mir-430-P1,Mir-430,5,66074652,66074712,-
4567,Monodelphis_domestica,Hsa-Mir-190-P1,Mir-190,1,147980894,147980950,+
4568,Monodelphis_domestica,Hsa-Mir-122-as,Mir-122,3,247368073,247368129,+
4569,Monodelphis_domestica,Hsa-Mir-10-P3c,Mir-10,4,1003551,1003611,+
4570,Monodelphis_domestica,Hsa-Mir-219-P2-as,Mir-219,1,454138622,454138685,+
4571,Monodelphis_domestica,Hsa-Mir-10-P3a,Mir-10,4,226229992,226230052,+
4572,Monodelphis_domestica,Hsa-Mir-96-P2,Mir-96,8,189660601,189660665,-
4573,Monodelphis_domestica,Hsa-Mir-1287,Mir-1287,1,72559042,72559101,+
4574,Monodelphis_domestica,Hsa-Mir-132-P2,Mir-132,2,517587377,517587438,-
4575,Monodelphis_domestica,Hsa-Mir-17-P2a,Mir-17,7,108468762,108468825,-
4576,Monodelphis_domestica,Hsa-Mir-124-P3-v1,Mir-124,1,474834583,474834642,-
4577,Monodelphis_domestica,Hsa-Mir-92-P2a,Mir-92,5,66074340,66074399,-
4578,Monodelphis_domestica,Hsa-Mir-1251,Mir-1251,8,74781631,74781688,+
4579,Monodelphis_domestica,Hsa-Mir-103-P1,Mir-103,1,367063033,367063092,-
4580,Monodelphis_domestica,Hsa-Mir-599,Mir-599,3,364601270,364601328,-
4581,Monodelphis_domestica,Hsa-Mir-451,Mir-451,2,506777386,506777427,-
4582,Monodelphis_domestica,Hsa-Mir-126-v2,Mir-126,1,464882837,464882895,-
4583,Monodelphis_domestica,Hsa-Mir-199-P1-v3,Mir-199,1,453998873,453998933,-
4584,Monodelphis_domestica,Hsa-Mir-875,Mir-875,3,364601424,364601479,-
4585,Monodelphis_domestica,Hsa-Mir-140-v2,Mir-140,1,699870961,699871021,+
4586,Monodelphis_domestica,Hsa-Mir-153-P2,Mir-153,8,224496563,224496623,-
4587,Monodelphis_domestica,Hsa-Mir-103-P3,Mir-103,1,81981120,81981177,+
4588,Monodelphis_domestica,Hsa-Mir-181-P2a,Mir-181,2,99872881,99872941,-
4589,Monodelphis_domestica,Hsa-Mir-34-P1,Mir-34,4,433575277,433575341,+
4590,Monodelphis_domestica,Hsa-Mir-19-P1,Mir-19,7,108468619,108468676,-
4591,Monodelphis_domestica,Hsa-Mir-124-P3-v2,Mir-124,1,474834584,474834642,-
4592,Monodelphis_domestica,Hsa-Mir-9-P2,Mir-9,3,215711860,215711917,+
4593,Monodelphis_domestica,Hsa-Mir-221-P1,Mir-221,4,17427285,17427346,+
4594,Monodelphis_domestica,Hsa-Mir-122,Mir-122,3,247368072,247368129,-
4595,Monodelphis_domestica,Hsa-Mir-196-P3,Mir-196,8,297346809,297346866,+
4596,Monodelphis_domestica,Hsa-Mir-203-v2,Mir-203,1,311187380,311187439,-
4597,Monodelphis_domestica,Hsa-Mir-34-P2b,Mir-34,4,241888511,241888568,-
4598,Monodelphis_domestica,Hsa-Mir-199-P3-v2,Mir-199,2,64374174,64374234,-
4599,Monodelphis_domestica,Hsa-Mir-199-P2-v1,Mir-199,3,430288132,430288193,+
4600,Monodelphis_domestica,Hsa-Let-7-P2c2,Let-7,8,22252150,22252225,+
4601,Monodelphis_domestica,Hsa-Mir-15-P1a,Mir-15,4,318199428,318199485,+
4602,Monodelphis_domestica,Hsa-Mir-196-P1,Mir-196,2,201215985,201216044,-
4603,Monodelphis_domestica,Hsa-Mir-101-P1-v1,Mir-101,2,26267875,26267930,+
4604,Monodelphis_domestica,Hsa-Mir-17-P1c,Mir-17,2,257689997,257690057,+
4605,Monodelphis_domestica,Hsa-Mir-133-P2-v2,Mir-133,3,263368078,263368136,+
4606,Monodelphis_domestica,Hsa-Mir-187,Mir-187,3,87606214,87606269,+
4607,Monodelphis_domestica,Hsa-Mir-30-P2c,Mir-30,3,414604734,414604793,-
4608,Monodelphis_domestica,Hsa-Let-7-P1a,Let-7,4,226185496,226185561,+
4609,Monodelphis_domestica,Hsa-Mir-21,Mir-21,2,172169927,172169986,-
4610,Monodelphis_domestica,Hsa-Mir-214-v1,Mir-214,2,64368096,64368158,-
4611,Monodelphis_domestica,Hsa-Mir-30-P2b,Mir-30,4,424723798,424723857,+
4612,Monodelphis_domestica,Hsa-Mir-26-P3,Mir-26,chrUn_v05.000162,60287,60347,-
4613,Monodelphis_domestica,Hsa-Mir-133-P3-v2,Mir-133,2,300507721,300507778,+
4614,Monodelphis_domestica,Hsa-Mir-142-v4,Mir-142,2,174133941,174134002,+
4615,Monodelphis_domestica,Hsa-Mir-29-P2a,Mir-29,8,190600829,190600892,-
4616,Monodelphis_domestica,Hsa-Mir-8-P1b,Mir-8,8,108475864,108475919,+
4617,Monodelphis_domestica,Hsa-Mir-101-P1-v2,Mir-101,2,26267874,26267931,+
4618,Monodelphis_domestica,Hsa-Mir-137-P1-v1,Mir-137,2,463982408,463982466,-
4619,Monodelphis_domestica,Hsa-Mir-490,Mir-490,8,198322861,198322918,+
4620,Monodelphis_domestica,Hsa-Mir-186,Mir-186,2,20448572,20448631,+
4621,Monodelphis_domestica,Hsa-Mir-221-P2,Mir-221,4,17426701,17426762,+
4622,Monodelphis_domestica,Hsa-Mir-203-v1,Mir-203,1,311187380,311187439,-
4623,Monodelphis_domestica,Hsa-Mir-144,Mir-144,2,506777504,506777560,-
4624,Monodelphis_domestica,Hsa-Mir-1-P3,Mir-1,2,300499004,300499062,+
4625,Monodelphis_domestica,Hsa-Mir-192-P2,Mir-192,2,130471246,130471306,-
4626,Monodelphis_domestica,Hsa-Mir-137-P1-v2,Mir-137,2,463982407,463982466,-
4627,Monodelphis_domestica,Hsa-Mir-29-P1b,Mir-29,2,114183792,114183849,-
4628,Monodelphis_domestica,Hsa-Mir-139,Mir-139,4,347282330,347282387,+
4629,Monodelphis_domestica,Hsa-Mir-425,Mir-425,6,201968561,201968623,-
4630,Monodelphis_domestica,Hsa-Mir-138-P2,Mir-138,1,447811948,447812015,+
4631,Monodelphis_domestica,Hsa-Mir-153-P1,Mir-153,7,173335358,173335416,+
4632,Monodelphis_domestica,Hsa-Mir-430-P2,Mir-430,5,66074492,66074551,-
4633,Monodelphis_domestica,Hsa-Mir-96-P1,Mir-96,8,189667862,189667925,-
4634,Monodelphis_domestica,Hsa-Mir-7-P2,Mir-7,1,123558723,123558786,-
4635,Monodelphis_domestica,Hsa-Mir-130-P2a,Mir-130,2,172986786,172986844,+
4636,Monodelphis_domestica,Hsa-Mir-143,Mir-143,1,377176754,377176808,-
4637,Monodelphis_domestica,Hsa-Mir-455,Mir-455,1,451465643,451465700,-
4638,Monodelphis_domestica,Hsa-Let-7-P2a3,Let-7,chrUn_v05.000036,35399,35469,-
4639,Monodelphis_domestica,Hsa-Mir-24-P2,Mir-24,6,17696508,17696566,+
4640,Monodelphis_domestica,Hsa-Mir-10-P1b-v1,Mir-10,4,187496049,187496109,+
4641,Monodelphis_domestica,Hsa-Mir-135-P3,Mir-135,2,111348493,111348553,-
4642,Monodelphis_domestica,Hsa-Mir-218-P2,Mir-218,1,367287193,367287256,-
4643,Monodelphis_domestica,Hsa-Mir-29-P1a,Mir-29,8,190600410,190600469,-
4644,Monodelphis_domestica,Hsa-Mir-383-v1,Mir-383,5,17427576,17427636,+
4645,Monodelphis_domestica,Hsa-Mir-184,Mir-184,1,120539111,120539172,-
4646,Monodelphis_domestica,Hsa-Mir-181-P2b,Mir-181,1,419149424,419149482,+
4647,Monodelphis_domestica,Hsa-Mir-34-P3a,Mir-34,3,17545614,17545674,-
4648,Monodelphis_domestica,Hsa-Mir-132-P1,Mir-132,2,517586552,517586609,-
4649,Monodelphis_domestica,Hsa-Mir-15-P2a,Mir-15,4,318199572,318199635,+
4650,Monodelphis_domestica,Hsa-Mir-338-P1-as,Mir-338,2,233883750,233883814,-
4651,Monodelphis_domestica,Hsa-Mir-32,Mir-32,6,135714007,135714067,+
4652,Monodelphis_domestica,Hsa-Let-7-P2a1,Let-7,6,256413199,256413270,-
4653,Monodelphis_domestica,Hsa-Mir-147-v2,Mir-147,1,203612042,203612098,+
4654,Monodelphis_domestica,Hsa-Mir-147-v2,Mir-147,5,246096459,246096515,-
4655,Monodelphis_domestica,Hsa-Mir-17-P3b,Mir-17,X,35202546,35202606,-
4656,Monodelphis_domestica,Hsa-Mir-128-P2,Mir-128,6,290241110,290241167,-
4657,Monodelphis_domestica,Hsa-Mir-26-P2,Mir-26,chrUn_v05.000062,213889,213947,-
4658,Monodelphis_domestica,Hsa-Mir-199-P1-v1,Mir-199,1,453998873,453998933,-
4659,Monodelphis_domestica,Hsa-Mir-10-P1b-v2,Mir-10,4,187496050,187496108,+
4660,Monodelphis_domestica,Hsa-Mir-124-P2-v1,Mir-124,3,173742239,173742297,-
4661,Monodelphis_domestica,Hsa-Mir-205-P1,Mir-205,2,116544498,116544555,+
4662,Monodelphis_domestica,Hsa-Mir-30-P1a,Mir-30,2,322692515,322692578,-
4663,Monodelphis_domestica,Hsa-Mir-34-P2a,Mir-34,4,241889198,241889256,-
4664,Monodelphis_domestica,Hsa-Mir-92-P1a,Mir-92,7,108468200,108468258,-
4665,Monodelphis_domestica,Hsa-Mir-148-P1,Mir-148,8,298347768,298347826,+
4666,Monodelphis_domestica,Hsa-Mir-29-P2b-v1,Mir-29,2,114184521,114184584,-
4667,Monodelphis_domestica,Hsa-Mir-19-P2a,Mir-19,7,108468317,108468377,-
4668,Monodelphis_domestica,Hsa-Mir-96-P3-v1,Mir-96,8,189668277,189668338,-
4669,Monodelphis_domestica,Hsa-Mir-199-P1-v2,Mir-199,1,453998873,453998933,-
4670,Monodelphis_domestica,Hsa-Mir-15-P1c,Mir-15,2,255707675,255707735,+
4671,Monodelphis_domestica,Hsa-Mir-148-P2,Mir-148,2,200362987,200363045,-
4672,Monodelphis_domestica,Hsa-Let-7-P2c1,Let-7,6,256407639,256407713,-
4673,Monodelphis_domestica,Hsa-Mir-10-P1a-v1,Mir-10,2,201156745,201156807,-
4674,Monodelphis_domestica,Hsa-Mir-142-v2,Mir-142,2,174133943,174134000,+
4675,Monodelphis_domestica,Hsa-Mir-101-P2-v2,Mir-101,6,166669176,166669233,+
4676,Monodelphis_domestica,Hsa-Mir-214-v2,Mir-214,2,64368096,64368158,-
4677,Monodelphis_domestica,Hsa-Mir-499,Mir-499,1,388424218,388424275,+
4678,Monodelphis_domestica,Hsa-Mir-190-P2,Mir-190,2,188533061,188533120,-
4679,Monodelphis_domestica,Hsa-Mir-551-P1,Mir-551,chrUn_v05.000042,280305,280364,-
4680,Monodelphis_domestica,Hsa-Mir-138-P1,Mir-138,8,293031780,293031840,-
4681,Monodelphis_domestica,Hsa-Mir-430-P3,Mir-430,5,66074866,66074920,-
4682,Monodelphis_domestica,Hsa-Mir-199-P3-v1,Mir-199,2,64374174,64374234,-
4683,Monodelphis_domestica,Hsa-Mir-208-P1,Mir-208,1,172794240,172794296,-
4684,Monodelphis_domestica,Hsa-Mir-29-P2b-v2,Mir-29,2,114184522,114184583,-
4685,Monodelphis_domestica,Hsa-Mir-92-P2c,Mir-92,2,257690292,257690350,+
4686,Monodelphis_domestica,Hsa-Mir-30-P1c,Mir-30,3,414610856,414610917,-
4687,Monodelphis_domestica,Hsa-Mir-146-P1,Mir-146,1,356034897,356034953,+
4688,Monodelphis_domestica,Hsa-Mir-551-P2,Mir-551,7,234027694,234027754,-
4689,Monodelphis_domestica,Hsa-Mir-133-P3-v1,Mir-133,2,300507721,300507778,+
4690,Monodelphis_domestica,Hsa-Mir-17-P2b,Mir-17,X,35202855,35202919,-
4691,Monodelphis_domestica,Hsa-Mir-204-P1,Mir-204,6,95848848,95848906,+
4692,Monodelphis_domestica,Hsa-Mir-218-P1,Mir-218,5,208287249,208287312,-
4693,Monodelphis_domestica,Hsa-Mir-181-P1a,Mir-181,2,99873079,99873140,-
4694,Monodelphis_domestica,Hsa-Mir-23-P2,Mir-23,6,17695907,17695966,+
4695,Monodelphis_domestica,Hsa-Mir-1-P2,Mir-1,3,263364386,263364445,+
4696,Monodelphis_domestica,Hsa-Mir-7-P1,Mir-7,6,127713735,127713797,+
4697,Monodelphis_domestica,Hsa-Mir-9-P1,Mir-9,2,191328854,191328914,-
4698,Monodelphis_domestica,Hsa-Mir-191,Mir-191,6,201970821,201970884,-
4699,Monodelphis_domestica,Hsa-Mir-140-v1,Mir-140,1,699870961,699871021,+
4700,Monodelphis_domestica,Hsa-Mir-126-v3,Mir-126,1,464882837,464882895,-
4701,Monodelphis_domestica,Hsa-Mir-33-P1,Mir-33,chrUn_v05.000048,291985,292043,+
4702,Monodelphis_domestica,Hsa-Let-7-P2b2,Let-7,8,11048204,11048280,-
4703,Monodelphis_domestica,Hsa-Mir-128-P1,Mir-128,4,132653245,132653299,+
4704,Monodelphis_domestica,Hsa-Mir-130-P4a,Mir-130,2,172999061,172999124,+
4705,Monodelphis_domestica,Hsa-Mir-199-P2-v2,Mir-199,3,430288132,430288193,+
4706,Monodelphis_domestica,Hsa-Mir-193-P2b,Mir-193,6,108690926,108690985,+
4707,Monodelphis_domestica,Hsa-Mir-375,Mir-375,7,173725892,173725947,+
4708,Monodelphis_domestica,Hsa-Mir-92-P1b,Mir-92,X,35202231,35202295,-
4709,Monodelphis_domestica,Hsa-Mir-15-P2b,Mir-15,7,242919053,242919117,-
4710,Monodelphis_domestica,Hsa-Mir-92-P1c,Mir-92,2,189889681,189889741,+
4711,Monodelphis_domestica,Hsa-Mir-30-P1b,Mir-30,4,424720166,424720228,+
4712,Monodelphis_domestica,Hsa-Mir-219-P2,Mir-219,1,454138621,454138685,-
4713,Monodelphis_domestica,Hsa-Let-7-P2c3,Let-7,6,277022694,277022770,+
4714,Monodelphis_domestica,Hsa-Mir-1-P1,Mir-1,1,476676455,476676515,-
4715,Monodelphis_domestica,Hsa-Mir-193-P1b,Mir-193,6,108685052,108685109,+
4716,Monodelphis_domestica,Hsa-Mir-199-P2-v3,Mir-199,3,430288132,430288193,+
4717,Monodelphis_domestica,Hsa-Mir-124-P2-v2,Mir-124,3,173742240,173742297,-
4718,Monodelphis_domestica,Hsa-Mir-208-P2,Mir-208,1,172843322,172843378,-
4719,Monodelphis_domestica,Hsa-Mir-223,Mir-223,X,10078255,10078319,-
4720,Monodelphis_domestica,Hsa-Mir-27-P2,Mir-27,6,17696107,17696168,+
4721,Monodelphis_domestica,Hsa-Mir-146-P2,Mir-146,1,109630338,109630397,-
4722,Monodelphis_domestica,Hsa-Mir-92-P2b,Mir-92,X,35202093,35202159,-
4723,Monodelphis_domestica,Hsa-Mir-338-P1,Mir-338,2,233883751,233883810,+
4724,Monodelphis_domestica,Hsa-Mir-199-P3-v3,Mir-199,2,64374174,64374234,-
4725,Monodelphis_domestica,Hsa-Mir-96-P3-v2,Mir-96,8,189668278,189668337,-
4726,Monodelphis_domestica,Hsa-Mir-10-P1a-v2,Mir-10,2,201156746,201156806,-
4727,Monodelphis_domestica,Hsa-Mir-17-P3a,Mir-17,7,108468450,108468508,-
4728,Monodelphis_domestica,Hsa-Mir-10-P2a,Mir-10,4,226180112,226180167,+
4729,Monodelphis_domestica,Hsa-Mir-101-P2-v1,Mir-101,6,166669177,166669232,+
4730,Mus_musculus,Hsa-Mir-1912,Mir-1912,X,145792453,145792506,+
4731,Mus_musculus,Hsa-Mir-129-P1,Mir-129,6,29022622,29022685,+
4732,Mus_musculus,Hsa-Mir-193-P1a,Mir-193,11,79602800,79602854,+
4733,Mus_musculus,Hsa-Mir-133-P1-v2,Mir-133,2,180040192,180040250,+
4734,Mus_musculus,Hsa-Mir-154-P15,Mir-154,12,109701343,109701400,+
4735,Mus_musculus,Hsa-Mir-142-v3,Mir-142,11,87647692,87647749,+
4736,Mus_musculus,Hsa-Mir-130-P2b,Mir-130,16,16942284,16942341,-
4737,Mus_musculus,Hsa-Mir-459,Mir-459,16,93166624,93166683,+
4738,Mus_musculus,Hsa-Mir-17-P1a,Mir-17,14,115281115,115281173,+
4739,Mus_musculus,Hsa-Mir-376-P3,Mir-376,12,109689904,109689960,+
4740,Mus_musculus,Hsa-Mir-103-P2,Mir-103,2,131129985,131130043,+
4741,Mus_musculus,Hsa-Mir-142-v1,Mir-142,11,87647692,87647749,+
4742,Mus_musculus,Hsa-Mir-486,Mir-486,8,23632602,23632664,+
4743,Mus_musculus,Hsa-Mir-873-v1,Mir-873,4,36668519,36668577,-
4744,Mus_musculus,Hsa-Mir-330-v2,Mir-330,7,18915410,18915472,+
4745,Mus_musculus,Hsa-Mir-145,Mir-145,18,61780900,61780959,-
4746,Mus_musculus,Hsa-Mir-430-P4,Mir-430,3,127339277,127339334,+
4747,Mus_musculus,Hsa-Mir-873-v2,Mir-873,4,36668520,36668576,-
4748,Mus_musculus,Hsa-Mir-430-P5,Mir-430,7,3267873,3268494,+
4749,Mus_musculus,Hsa-Mir-135-P2,Mir-135,10,91907966,91908025,-
4750,Mus_musculus,Hsa-Mir-1247,Mir-1247,12,110244492,110244549,-
4751,Mus_musculus,Hsa-Mir-129-P2,Mir-129,2,94071721,94071784,-
4752,Mus_musculus,Hsa-Mir-15-P2c,Mir-15,11,70125887,70125946,+
4753,Mus_musculus,Hsa-Mir-1249,Mir-1249,15,84835746,84835804,-
4754,Mus_musculus,Hsa-Mir-433,Mir-433,12,109558162,109558234,+
4755,Mus_musculus,Hsa-Mir-876,Mir-876,4,36645383,36645441,-
4756,Mus_musculus,Hsa-Mir-337-as,Mir-337,12,109552247,109552307,-
4757,Mus_musculus,Hsa-Mir-8-P2b,Mir-8,6,124695287,124695349,-
4758,Mus_musculus,Hsa-Let-7-P2b1,Let-7,13,48691310,48691386,-
4759,Mus_musculus,Hsa-Mir-34-P3b,Mir-34,13,113173962,113174019,+
4760,Mus_musculus,Hsa-Mir-378,Mir-378,18,61530908,61530967,-
4761,Mus_musculus,Hsa-Mir-133-P1-v1,Mir-133,2,180040192,180040250,+
4762,Mus_musculus,Hsa-Mir-582,Mir-582,13,109461286,109461343,+
4763,Mus_musculus,Hsa-Mir-383-v2,Mir-383,8,38719292,38719354,-
4764,Mus_musculus,Hsa-Mir-154-P2-v1,Mir-154,12,109677076,109677129,+
4765,Mus_musculus,Hsa-Mir-31,Mir-31,4,88828814,88828872,-
4766,Mus_musculus,Hsa-Mir-133-P2-v1,Mir-133,18,10782912,10782971,-
4767,Mus_musculus,Hsa-Mir-126-v1,Mir-126,2,26481376,26481433,+
4768,Mus_musculus,Hsa-Mir-30-P2a,Mir-30,1,23330794,23330854,+
4769,Mus_musculus,Hsa-Mir-130-P1a,Mir-130,2,84571460,84571520,-
4770,Mus_musculus,Hsa-Mir-130-P1b,Mir-130,16,16941935,16941994,-
4771,Mus_musculus,Hsa-Mir-155,Mir-155,16,84511030,84511089,+
4772,Mus_musculus,Hsa-Mir-147-v1,Mir-147,2,122482732,122482789,+
4773,Mus_musculus,Hsa-Mir-430-P1,Mir-430,3,127339149,127339208,+
4774,Mus_musculus,Hsa-Mir-190-P1,Mir-190,9,67143946,67144003,-
4775,Mus_musculus,Hsa-Mir-122-as,Mir-122,18,65381935,65381992,-
4776,Mus_musculus,Hsa-Mir-574,Mir-574,5,65127670,65127726,+
4777,Mus_musculus,Hsa-Mir-10-P3c,Mir-10,16,77443166,77443225,+
4778,Mus_musculus,Hsa-Mir-154-P20-v1,Mir-154,12,109705566,109705618,+
4779,Mus_musculus,Hsa-Mir-219-P2-as,Mir-219,2,29735658,29735721,+
4780,Mus_musculus,Hsa-Mir-10-P3a,Mir-10,9,41493235,41493295,+
4781,Mus_musculus,Hsa-Mir-154-P21,Mir-154,12,109694569,109694629,+
4782,Mus_musculus,Hsa-Mir-96-P2,Mir-96,6,30165921,30165985,-
4783,Mus_musculus,Hsa-Mir-1287,Mir-1287,19,42726564,42726624,-
4784,Mus_musculus,Hsa-Mir-132-P2,Mir-132,11,75064228,75064288,+
4785,Mus_musculus,Hsa-Mir-450-P1,Mir-450,X,52137052,52137108,-
4786,Mus_musculus,Hsa-Mir-17-P2a,Mir-17,14,115281298,115281360,+
4787,Mus_musculus,Hsa-Mir-423,Mir-423,11,76968912,76968970,-
4788,Mus_musculus,Hsa-Mir-337-v2,Mir-337,12,109552248,109552307,+
4789,Mus_musculus,Hsa-Mir-136-v1,Mir-136,12,109561764,109561818,+
4790,Mus_musculus,Hsa-Mir-124-P3-v1,Mir-124,2,180535837,180535895,+
4791,Mus_musculus,Hsa-Mir-92-P2a,Mir-92,3,127339389,127339447,+
4792,Mus_musculus,Hsa-Mir-1251,Mir-1251,10,91973014,91973072,-
4793,Mus_musculus,Hsa-Mir-103-P1,Mir-103,11,35673236,35673294,+
4794,Mus_musculus,Hsa-Mir-331,Mir-331,10,93799645,93799700,-
4795,Mus_musculus,Hsa-Mir-328,Mir-328,8,106035011,106035072,-
4796,Mus_musculus,Hsa-Mir-599,Mir-599,15,35660990,35661048,-
4797,Mus_musculus,Hsa-Mir-451,Mir-451,11,77964011,77964051,+
4798,Mus_musculus,Hsa-Mir-126-v2,Mir-126,2,26481376,26481433,+
4799,Mus_musculus,Hsa-Mir-149,Mir-149,1,92778102,92778162,+
4800,Mus_musculus,Hsa-Mir-340,Mir-340,11,49960546,49960609,+
4801,Mus_musculus,Hsa-Mir-199-P1-v3,Mir-199,2,32208496,32208555,+
4802,Mus_musculus,Hsa-Mir-875,Mir-875,15,35661127,35661183,-
4803,Mus_musculus,Hsa-Mir-105-P2,Mir-105,X,71635116,71635173,-
4804,Mus_musculus,Hsa-Mir-670,Mir-670,2,94091660,94091722,-
4805,Mus_musculus,Hsa-Mir-17-P1b,Mir-17,X,51831381,51831438,-
4806,Mus_musculus,Hsa-Mir-935-v1,Mir-935,7,3463599,3463657,+
4807,Mus_musculus,Hsa-Mir-196-P2,Mir-196,15,102881799,102881856,+
4808,Mus_musculus,Hsa-Mir-345,Mir-345,12,108802914,108802970,+
4809,Mus_musculus,Hsa-Mir-140-v2,Mir-140,8,108277880,108277940,+
4810,Mus_musculus,Hsa-Mir-9-P3,Mir-9,7,79155026,79155085,+
4811,Mus_musculus,Hsa-Mir-150,Mir-150,7,44771185,44771240,+
4812,Mus_musculus,Hsa-Mir-450-P2,Mir-450,X,52137181,52137237,-
4813,Mus_musculus,Hsa-Mir-153-P2,Mir-153,12,117214440,117214499,+
4814,Mus_musculus,Hsa-Mir-15-P1b,Mir-15,3,68917107,68917165,+
4815,Mus_musculus,Hsa-Mir-103-P3,Mir-103,19,34798100,34798159,-
4816,Mus_musculus,Hsa-Mir-181-P2a,Mir-181,1,137894387,137894446,+
4817,Mus_musculus,Hsa-Mir-28-P3,Mir-28,7,95898656,95898723,+
4818,Mus_musculus,Hsa-Mir-335,Mir-335,6,30741312,30741372,+
4819,Mus_musculus,Hsa-Mir-34-P1,Mir-34,4,150152929,150152993,+
4820,Mus_musculus,Hsa-Mir-6715,Mir-6715,19,55181109,55181164,+
4821,Mus_musculus,Hsa-Mir-19-P1,Mir-19,14,115281444,115281500,+
4822,Mus_musculus,Hsa-Mir-124-P3-v2,Mir-124,2,180535837,180535894,+
4823,Mus_musculus,Hsa-Mir-505-v1,Mir-505,X,59439661,59439719,-
4824,Mus_musculus,Hsa-Mir-9-P2,Mir-9,13,83886939,83886996,+
4825,Mus_musculus,Hsa-Mir-221-P1,Mir-221,X,19012546,19012608,-
4826,Mus_musculus,Hsa-Mir-122,Mir-122,18,65381936,65381992,+
4827,Mus_musculus,Hsa-Mir-431,Mir-431,12,109556892,109556955,+
4828,Mus_musculus,Hsa-Mir-154-P3a-v1,Mir-154,12,109678956,109679010,+
4829,Mus_musculus,Hsa-Mir-148-P3,Mir-148,15,103193574,103193631,+
4830,Mus_musculus,Hsa-Mir-196-P3,Mir-196,6,52207073,52207130,-
4831,Mus_musculus,Hsa-Mir-154-P36,Mir-154,12,109709605,109709657,+
4832,Mus_musculus,Hsa-Mir-203-v2,Mir-203,12,112097322,112097380,+
4833,Mus_musculus,Hsa-Mir-483,Mir-483,7,142208669,142208728,-
4834,Mus_musculus,Hsa-Mir-34-P2b,Mir-34,9,51014344,51014398,-
4835,Mus_musculus,Hsa-Mir-199-P3-v2,Mir-199,1,162045412,162045471,+
4836,Mus_musculus,Hsa-Mir-199-P2-v1,Mir-199,9,21407794,21407855,-
4837,Mus_musculus,Hsa-Let-7-P2c2,Let-7,10,122821548,122821624,-
4838,Mus_musculus,Hsa-Mir-15-P1a,Mir-15,14,61869487,61869545,-
